song_id,song_title,artist,album,genre,release_date,duration,popularity,stream,language,explicit_content,label,composer,producer,collaboration
SP11478,Nature run.,Larry Cooper,Power executive.,Electronic,19/06/2004,218,48,71440728,English,No,Indie,Mrs. Lisa Peterson,Peter Gibbs,Lisa Smith
SP11479,Positive hand.,Jennifer Gomez,Among let.,Electronic,18/02/2005,283,52,80112758,English,Yes,Sony Music,Bethany Berger,Brandon Brown,Desiree Arias
SP11480,Physical book investment.,Elizabeth Davis,Line training.,Classical,01/04/2010,211,57,25798213,English,No,Indie,Kristina Castillo,Dorothy Jennings,Zachary Reyes
SP11481,Adult.,Megan Lopez,Foreign clear.,Hip-Hop,09/11/2000,289,73,86364802,Spanish,No,Atlantic Records,Brenda Gonzalez,Amanda Douglas,Maurice Stone
SP11482,Sound.,Brian Long,Energy officer.,Electronic,09/01/2007,258,38,32014170,English,Yes,Warner Music,Kimberly Hill,Cynthia Schmitt,Marisa Williams
SP11483,Already purpose.,Stephanie Martinez,Maybe direction.,Pop,30/11/2023,150,27,66696210,French,Yes,Indie,Laura Ruiz,Bianca Hall,Sara Patrick
SP11484,Grow little.,Tammy Phillips,Whole.,Electronic,13/06/2014,218,28,35342633,English,No,Def Jam,Kristen Martinez,Haley Berry,Sandra Woodward
SP11485,Plant memory.,Kristy Middleton,Action upon.,Hip-Hop,28/11/2005,244,94,12373823,English,No,Def Jam,Nicole Johnson,Carrie Bush,Kenneth Williams
SP11486,Various institution skin.,Brian Reyes,Unit everyone.,Pop,05/04/2011,230,49,77508419,Italian,No,Sony Music,Joseph Cunningham,Jacob Brown,Brooke Anderson
SP11487,Debate do another.,Brandon French,Role left.,Pop,13/12/2010,241,26,75454838,English,Yes,Atlantic Records,Rachael Wallace,Julian Fitzgerald,Linda Brown MD
SP11488,Recently war far.,Tammy Campos,Option those.,Pop,10/05/2000,243,70,36677415,English,Yes,Universal Music,Amanda Williams,Stephanie Strong,Nicholas May
SP11489,Drive it the.,Anthony Parker,Line many.,Electronic,12/08/1999,237,8,98547093,English,No,Warner Music,Brandon Owens,Kelly Webb,Travis Morris
SP11490,Role black.,Joshua Strong,Too.,Folk,28/11/1999,286,19,42328914,English,No,Universal Music,William Jensen,Sara Sanders,Jordan Morris
SP11491,As common research.,Angela Villanueva,Control personal.,Hip-Hop,07/05/2009,228,81,5555200,English,No,Universal Music,Anna Rodriguez,Robert Long,Nicole Guzman
SP11492,Ago reason.,Rebecca Miller,Church.,Country,19/11/2006,272,90,82035760,English,Yes,Def Jam,Shawn Gillespie,Michael Graves,Joel Jenkins
SP11493,Project.,Susan Hudson,New.,Electronic,10/06/2011,160,29,33079936,English,No,Universal Music,Gloria Strickland,John Smith,Alyssa Mendoza
SP11494,List everyone family.,Alexandra Williams,Rest.,Pop,08/05/2012,217,33,43575018,English,Yes,Atlantic Records,Melissa Nicholson,Francis Lucas,Steven Joyce PhD
SP11495,Could relate on.,Maureen Alexander,Short section.,Reggae,17/10/1994,195,63,27204774,English,Yes,Atlantic Records,Kaitlin Everett,Lisa Mason,David Arroyo
SP11496,Trial student.,Melissa Griffith MD,Shake.,Hip-Hop,16/12/2023,235,35,59828680,English,No,Sony Music,Melissa Moreno,Megan Phelps,Kathryn Flores
SP11497,Above.,James Rodriguez,One.,Jazz,03/05/2014,114,75,39407609,English,No,Indie,Thomas Smith,Melissa Henderson,Rebekah Reyes
SP11498,Maintain no.,John Wade,Various.,Electronic,23/03/1999,241,72,37876307,Italian,Yes,Indie,Angela Peters,Theresa Hawkins,Dawn Clark
SP11499,Though.,Lauren Brown,Dinner value.,Electronic,09/06/2020,237,93,52489718,English,Yes,Def Jam,Warren Sparks,Jeffrey Green,Kim York
SP11500,Rock artist change.,Paul Sanchez,Speak.,Pop,08/10/2013,226,52,41134603,Spanish,No,Atlantic Records,Vicki Weaver,Carlos Gonzalez,Katrina Cole
SP11501,Side always.,Amy Carr,Boy.,Hip-Hop,05/09/1995,194,61,63668374,English,Yes,Universal Music,Samantha Mcknight,Emily Burnett,Sandra Johnson
SP11502,Remember adult.,Bill Hurst,Huge.,Pop,03/09/2016,219,19,93055267,English,Yes,Def Jam,Mitchell Cook,Jacqueline Kennedy,Rachel Gray
SP11503,Standard economic carry.,Austin Mayer,Somebody.,Electronic,11/04/2003,273,57,62180868,Spanish,No,Atlantic Records,Jonathan Lara,Jessica Arnold,Jennifer Patel
SP11504,Action.,James Fuller,Weight there.,Electronic,07/04/2011,229,8,24092369,English,No,Sony Music,Jeremy Rodriguez,Susan Fisher,Brian Williams
SP11505,Nature candidate feel.,John Coleman,Quality center.,Pop,09/07/2004,264,34,59079253,English,No,Atlantic Records,Adrienne Mcmahon,Kristen Hall,Vickie Miller
SP11506,Professional grow we.,Daryl Dudley,Sing contain.,Electronic,29/02/1996,310,3,97051268,Spanish,Yes,Atlantic Records,Cheryl Cordova,Rebecca Thompson,Cynthia Mccormick
SP11507,Evening city.,Joshua Love Jr.,Success.,Hip-Hop,23/05/2022,217,25,10329738,English,Yes,Sony Music,Kimberly Vaughn,Tim Diaz,Christian Goodman
SP11508,Chance mother.,Michael Noble,President.,Electronic,25/04/2000,128,17,63544564,English,No,Def Jam,Christine Gomez,Scott Skinner,Shannon Ortiz
SP11509,To area.,Ashley Johnson,Test sometimes.,Pop,09/02/2010,212,7,22172258,English,No,Atlantic Records,Paul Cole,Amy Ramirez,Steven Mullins
SP11510,Politics environment.,Erin Taylor,Beat.,Classical,20/02/2018,194,94,27721551,English,Yes,Universal Music,Samuel Henson,Sara Tran,Michelle Neal
SP11511,Community health.,Amanda Johnston,Trip old.,Electronic,26/04/2000,156,49,57383728,English,Yes,Atlantic Records,Joseph Young,Crystal Rodriguez,Rebecca Davis
SP11512,Guy foreign scene organization.,Eric Anderson,We.,Electronic,05/06/2011,246,67,5682711,English,No,Atlantic Records,Sean Bernard,Kurt Cole,Julie Ochoa
SP11513,Outside reduce.,James Jacobs,Night.,Pop,19/10/2007,159,71,23931325,German,No,Sony Music,Laura Kelley,Angela Gardner,Jonathan Taylor
SP11514,Role off.,Sara Schmidt,Democratic.,Hip-Hop,05/07/2001,229,82,73802243,English,Yes,Universal Music,Diane Garcia,Shannon Rose,David Evans
SP11515,Produce space.,James Beck,Window need.,Hip-Hop,22/02/2002,266,53,76077435,English,No,Def Jam,Donald Sanchez,Tracy Shah,William Gregory
SP11516,Hospital commercial.,Katrina Santiago,Always minute.,Electronic,23/07/1997,321,81,70598379,English,Yes,Indie,Megan Jackson,Shane Mccarthy,Lucas Wagner
SP11517,Future morning.,Katherine Hunter,Choose.,Hip-Hop,11/07/2006,258,100,82512,English,No,Sony Music,Claire Harmon,Steven Oconnor,Lauren Garner
SP11518,Art.,Mr. David Olson,Option ability.,Jazz,08/01/2019,259,78,62745175,Korean,Yes,Atlantic Records,Katherine Eaton,Cassandra Diaz,Brandon Shah
SP11519,Heart fast good Mr.,Jennifer Jordan,Develop result.,Pop,07/10/2023,204,20,7445158,English,No,Universal Music,Travis Jackson,Nathan French,William Brewer
SP11520,Accept ago difficult.,Samuel Allen,Single.,Electronic,08/06/1998,301,76,99494493,English,Yes,Warner Music,Jeffrey Bennett,Christina Evans,Dawn Stewart
SP11521,Environmental reason.,Corey Gray,Use catch.,Classical,01/01/2002,329,27,29916008,English,No,Def Jam,Katie Acosta,Allison White,Jennifer Rivera
SP11522,Itself get.,Jennifer Crawford,Study.,Folk,21/12/2000,249,33,51193690,English,No,Sony Music,Christopher White,Thomas Fox,Kelsey Simmons
SP11523,True want yeah affect.,Michael Tran,Find.,Pop,14/09/2005,244,58,13151974,English,No,Universal Music,Alexandra Lewis,Anthony Oliver,Dakota Brown
SP11524,Or current billion.,Chad Hooper,If.,Hip-Hop,14/01/2016,261,4,3055093,Korean,Yes,Warner Music,Kevin Clarke,Patrick Larson,Jamie Smith
SP11525,Picture.,Brianna Jackson,Middle approach.,Hip-Hop,14/04/2018,292,12,23221873,English,Yes,Atlantic Records,Toni Lopez,Meredith Deleon,Brianna Allen
SP11526,Car these time.,Daniel Robinson,Pull agree.,Hip-Hop,27/11/2004,211,70,30562904,French,No,Sony Music,Matthew Ramos,Cassandra Washington,Jacqueline Guerra
SP11527,Against suggest box her.,Stephanie Williams,Concern.,Electronic,02/09/2002,253,58,72466596,English,Yes,Sony Music,Ann Johnson,Scott Smith,Amy Burke
SP11528,She time.,David Gregory,Very.,Hip-Hop,24/08/2018,347,91,7431610,English,Yes,Def Jam,Brandon Bradley,Joseph Fox,Jordan Clark
SP11529,Forward standard.,Adriana Henry,Develop.,Hip-Hop,07/10/2023,259,63,80081277,English,Yes,Universal Music,Elizabeth Jackson,Pamela Hill,David Parker
SP11530,Two cost.,Debra Knox,Total.,Country,30/04/2024,161,65,76698565,English,Yes,Universal Music,Jason Lopez,Matthew Mason,Glenda Ford
SP11531,Happy.,Amanda Dawson,Tree owner.,Pop,19/09/2013,248,75,95511032,French,No,Def Jam,John Ingram,Christopher Gray,Michael Perez
SP11532,Main plan.,Richard Mccormick,Tree.,Hip-Hop,10/05/1999,262,3,36906367,Japanese,Yes,Def Jam,Tina Obrien,Tammy Johnson,Matthew Moore
SP11533,Poor realize teach night.,Sandra Garrett,Eat.,Pop,22/08/1999,255,14,53044835,English,No,Universal Music,Tina Vargas,Joshua Bishop,Timothy Davis
SP11534,Among should.,Adam Smith MD,We will.,Hip-Hop,02/03/2011,202,76,25908417,Korean,No,Universal Music,Mrs. Stephanie Watson,Andres Gallagher,Michael Gonzalez
SP11535,Public race tonight.,Richard Russell,Issue half.,Jazz,14/09/2004,230,79,42664166,English,Yes,Def Jam,Barbara Smith,Eric Daniels,Daniel Patel
SP11536,Spend next.,John Harvey,Political.,Pop,03/08/2024,169,34,63518794,English,Yes,Atlantic Records,Carol Vasquez,Leslie Davis,Tiffany Madden
SP11537,Answer work this.,Brett Rodriguez DVM,Marriage above.,Hip-Hop,29/06/2001,217,7,58725172,Japanese,Yes,Warner Music,Susan Sanchez,Kevin Burns,Melissa Little
SP11538,Statement support.,Jeremy Weber,Whole.,R&B,18/12/2009,239,55,41309259,English,No,Def Jam,Cassandra Duncan,Abigail Lopez,Steven Jones
SP11539,Across adult simple.,Kelly Schultz,Deep.,Folk,01/12/1997,209,33,9177050,English,Yes,Sony Music,Matthew Wilson,Miguel Lawson,Mrs. Jennifer Nguyen
SP11540,Candidate sea.,Katie Lee,Sister mean.,Country,13/11/2021,196,49,6841350,English,Yes,Atlantic Records,Jenna Richardson,Jonathan Logan,William Erickson
SP11541,Score part visit.,Mark Snyder,Against.,Pop,27/08/2000,224,98,73636897,English,Yes,Indie,Martin Olson,Brian Bryan,Amber Powell
SP11542,Tough stock.,Yvette Sanford,Be.,Hip-Hop,21/03/2017,194,94,39989296,Italian,Yes,Universal Music,Gregory Murphy,Christopher Howell,Michael Parsons
SP11543,Stay agreement finally.,Paul Pena,Nor party.,Hip-Hop,20/02/1999,177,72,26710647,English,Yes,Universal Music,Michael Davis,Kevin Perry,Mitchell Adams
SP11544,Low feeling truth.,Jeffery Griffith,Pm peace.,Electronic,16/10/1997,288,95,20367378,English,Yes,Sony Music,Holly Ruiz,Ryan Clark,Tamara Short
SP11545,Anything reason.,Sharon Wilson,World.,Hip-Hop,21/09/2024,276,43,91213806,English,No,Def Jam,Kent Long,Steven Wood,Amber Avila
SP11546,Everybody draw example section.,Cynthia White MD,Might little.,Hip-Hop,01/11/1999,302,92,11170352,English,No,Def Jam,Ronnie Davis,Krystal Duncan,Alexander Bryan
SP11547,Treatment growth everybody.,Emily Williams,Property responsibility.,Hip-Hop,10/02/2020,296,94,15010353,English,Yes,Indie,Michael Marsh,Amanda Fleming,Meagan Walters
SP11548,Time thousand.,Rebecca Adams,Part owner.,Classical,16/08/2001,234,22,9475933,Korean,Yes,Universal Music,Jennifer Knight,Todd Smith,Carlos Patterson
SP11549,Everyone job take.,Reginald Beard,Behind.,Electronic,06/03/2022,229,22,60728,English,No,Universal Music,Steven Moore,Christy Wilson,Brian Mills
SP11550,Line least.,Cathy Wilson,Television.,Hip-Hop,12/10/2017,252,8,36960258,English,Yes,Warner Music,Rachel Hamilton,Julie Torres,Lisa Harding
SP11551,Majority ground.,Emily Davis,Executive.,Pop,18/08/2024,262,86,72914332,English,No,Indie,Christopher Garcia,Melissa Diaz,Molly Castaneda
SP11552,Skin data through.,Donald Bailey,Look.,Hip-Hop,17/09/2018,216,88,79209356,English,No,Sony Music,Christina Sanchez,Sheila Osborn,Michael Collins
SP11553,Approach ago.,Jay Brewer,Establish.,Hip-Hop,18/05/2013,171,41,46625233,Korean,Yes,Sony Music,Shannon Brown,Bruce Bailey,Dawn Foley
SP11554,Become down.,Timothy Bailey,Get interesting.,Hip-Hop,16/04/2000,281,17,63352242,English,No,Warner Music,Jessica Alvarez,Brenda Davis,Tyler Wood
SP11555,Fact open little skin.,John Woodward,Throw.,Electronic,19/03/2000,210,18,35894551,English,Yes,Sony Music,Tony Martin,Kristen Richmond,Selena Smith
SP11556,Brother man.,Betty Tran,Pm home.,Hip-Hop,17/05/2008,204,90,25251439,Italian,No,Def Jam,David Sheppard,Stephanie Waller,Susan Johnson
SP11557,Discover kitchen.,Mr. Jose Stein,School item.,Pop,17/05/2012,269,81,75398798,English,No,Sony Music,Steven Hall,Eric Clements,Rachel Lopez
SP11558,Few fish herself.,Whitney Jones,Possible different.,Electronic,17/04/1997,238,72,64983031,English,Yes,Warner Music,Samuel White,Kimberly Foley,John Yates
SP11559,Reduce majority why.,Shawn Aguirre,Wide.,Jazz,09/02/2016,244,48,27286741,English,Yes,Universal Music,Jennifer Burgess MD,Kristen Fuentes,John Price
SP11560,Security pattern science.,Ashley Chapman,Pass.,Hip-Hop,23/11/2012,255,57,58560322,English,Yes,Warner Music,Emily Soto,Kelly King,Robin Lee
SP11561,Relationship of drive.,Bryan Wood,Smile.,R&B,04/03/2008,227,4,58253995,Spanish,Yes,Indie,Andrew Hart,Kylie Lopez,Lee Thomas
SP11562,Quickly become.,Alexis Ortega,Structure key.,Electronic,12/10/1994,192,58,68594561,English,Yes,Def Jam,Jacqueline Garcia,Lisa Schneider,Joseph Gonzalez
SP11563,Guy.,Amanda Smith,Democrat.,Electronic,28/01/2023,215,92,47878036,English,No,Sony Music,Lisa Lindsey,Ashley Miller,Megan Boyd
SP11564,Property position assume.,Natalie Mccoy,Kind.,Classical,28/01/1995,238,38,64455988,English,Yes,Warner Music,Marie Esparza,Mrs. Bonnie Aguilar,Patricia Harper
SP11565,Floor move.,Gary Wilson,Theory hospital.,R&B,15/02/2011,190,9,36565138,English,Yes,Universal Music,Daniel Brewer,Sarah Mitchell,Jacqueline Whitaker
SP11566,Value ready anything.,Tanner White,Wall fall.,Hip-Hop,01/07/2004,268,87,81673636,Spanish,Yes,Def Jam,Steven Copeland,Melvin Yu,Brittany Sullivan
SP11567,Beyond peace.,Kevin Miller III,Issue order.,Pop,26/01/2012,308,39,85386959,Italian,Yes,Atlantic Records,Jeffrey Mcneil,Gregory Allen,Brandon Suarez
SP11568,Should impact.,Jonathan Gordon,Act television.,Pop,18/01/2013,230,77,59543289,French,No,Def Jam,Cory Black,Miss Adriana Hoffman,Krystal Clark
SP11569,Top modern herself.,Lisa Johnston,Special administration.,Hip-Hop,30/05/1999,251,61,74520603,French,No,Def Jam,Christopher Stevens,Erin Lynch,Paul Hudson
SP11570,Near quickly.,Sarah Grant,Successful analysis.,Electronic,23/04/2018,127,41,52370732,English,No,Atlantic Records,Robert Bonilla,Robert Hall,Emily Robertson
SP11571,As suddenly.,Christine Armstrong,Floor what.,Pop,05/11/2023,244,61,53094279,English,Yes,Sony Music,David Jimenez,Ronald Brown,Tyler Poole
SP11572,Then study protect night.,Lindsey Chen,From.,Electronic,23/03/2013,140,62,27326567,English,Yes,Sony Music,Alicia Ramirez,Jillian Ellis,Martin Oneill
SP11573,State miss machine.,Kyle Hernandez,Figure staff.,Pop,04/07/2011,195,6,61163551,French,Yes,Indie,Alyssa Branch,Pamela Bailey,Joseph Johnson
SP11574,Artist that.,Nathan Martinez,Car deal.,Electronic,17/07/1998,273,59,31362314,English,No,Universal Music,Richard Kennedy,Ralph Rose,Caleb Perez
SP11575,Economic.,Jordan Montes,Behavior property.,Pop,01/12/2018,171,68,77996219,English,No,Indie,Michael Daniels,Tiffany Wilson,Benjamin Barnes
SP11576,Interview take unit.,Tyler Perez,Pick research.,Folk,17/07/2002,239,27,71792697,English,Yes,Def Jam,Shannon Gomez,Amanda Farmer,Curtis Perez
SP11577,Evidence.,April Reyes,Sound rule.,Pop,27/11/2005,277,12,85778100,English,Yes,Def Jam,Joseph Wagner,Kristy Woods,Mr. John Cisneros
SP11578,Race student.,Sheila Blake,Voice traditional.,Electronic,29/09/2002,238,79,87542570,English,Yes,Def Jam,Sharon Archer,Katie Lewis,Craig Cox
SP11579,Feeling how.,Jillian Soto,Listen.,Hip-Hop,12/03/2022,229,62,16895694,English,Yes,Warner Music,Terri Smith,Jorge Norris,April Garcia
SP11580,Work voice operation read.,Mrs. Angelica Newton,Take.,Reggae,23/07/1998,264,67,93286743,English,No,Atlantic Records,Jeffery Higgins,Mr. Robert Oneal,Lisa Deleon
SP11581,Mouth fire.,Kathryn Martin,Whose.,Pop,09/06/2021,264,88,23176671,English,No,Warner Music,Mike Miller,Ralph Ramirez,Kevin Gillespie
SP11582,Number still subject.,Jamie Hammond,Present.,Electronic,26/04/2015,299,59,72765576,English,No,Warner Music,Samantha Johnson,Cheryl Gutierrez,Caleb Hansen
SP11583,Until.,Nicholas Blake,Security.,Electronic,29/02/2024,320,70,28328882,English,Yes,Atlantic Records,Blake Adams,Mallory Cruz MD,Debra Henry
SP11584,Threat respond result.,Alan Rice,There moment.,Country,20/05/2005,166,75,54841340,English,No,Universal Music,Phillip Wilson,Kelsey Patel,Michelle Barnes
SP11585,Identify single life.,Austin Jordan,Product.,Pop,26/12/1994,251,15,83492515,Italian,Yes,Warner Music,Justin Fitzgerald,Jessica Martinez,Samantha Schmidt
SP11586,Their behind.,Ryan Mckinney,Set.,Electronic,30/06/2003,250,65,45509687,English,No,Universal Music,Karen Bradford,Michael Thompson,Steven Herrera
SP11587,Everything particularly.,Christopher Mendoza,Available.,Electronic,06/01/1996,254,21,48881374,English,No,Universal Music,Stacy Hall,Nicholas Mooney,Travis Smith
SP11588,Hundred red.,Kayla Anderson,Me.,Country,21/08/2015,202,15,98140730,English,Yes,Sony Music,Christopher Frost,Charles Diaz,Angela Hayes MD
SP11589,Top value go.,Joann Gardner,Add voice.,Pop,08/12/1996,195,86,68313895,English,Yes,Def Jam,Heather Snyder,Jessica Fernandez,Dr. Travis Allen
SP11590,Month century begin.,Samuel Medina,For support.,Jazz,24/03/2000,227,20,83908566,English,No,Sony Music,Randall Rivera,Dr. Beth Clarke,Elizabeth Torres
SP11591,Back sure.,Renee Wilson,Community.,Pop,07/05/2024,283,18,11405011,English,Yes,Universal Music,Ricardo Gray,Brian Graham,Bradley Williams
SP11592,Program reveal like.,Scott Munoz,Line.,Electronic,21/11/2013,231,19,16962006,English,Yes,Sony Music,Melanie Alvarado,Brent Roberts,Aaron Patterson
SP11593,Cultural system.,Susan Shannon,Public cause.,Hip-Hop,04/01/2002,192,86,33731956,English,Yes,Universal Music,Crystal Dalton,Melissa Hill,Steve Kelly
SP11594,So represent network.,Brenda Ramsey,Issue.,Hip-Hop,25/12/2006,244,16,99231705,English,Yes,Atlantic Records,Kimberly Ramsey,David Harmon,Sean Hernandez
SP11595,Identify discuss particular.,Jonathan Mcknight,System.,Jazz,17/08/2008,178,11,85725133,Italian,No,Sony Music,David Scott,Todd Lewis,Michael Pittman
SP11596,Number series.,Anthony Todd,Record.,Folk,29/03/2019,249,26,56703478,English,No,Def Jam,Cynthia Miller,Lisa Butler,Mark Brown
SP11597,Produce staff executive.,Jerry Gutierrez,Use that.,Pop,13/07/1999,185,15,9502276,English,Yes,Indie,Krystal Harrington,Gregory Young,Alan Martinez
SP11598,Room anything themselves.,Brian Hudson,Fly fight.,Electronic,17/10/2000,242,1,57107327,Spanish,Yes,Atlantic Records,Rebecca Doyle,Johnathan Griffin,Brian Hall
SP11599,Next stay.,John Simon,How.,Hip-Hop,17/11/2022,191,75,98013720,Italian,Yes,Warner Music,Paula Martin,Bobby Wright,Tiffany Rogers DDS
SP11600,Ten six.,Whitney Shepard,Eye campaign.,Pop,29/05/2010,221,23,99592209,Spanish,No,Def Jam,Teresa Anderson,Michael Aguilar,Raymond Rice
SP11601,Beautiful.,Robert Marquez,Matter condition.,Electronic,25/06/2018,295,80,15424193,Spanish,Yes,Universal Music,Harry Munoz,Benjamin Doyle,Maria Lucas
SP11602,Somebody hear.,Destiny Burgess,Resource process.,Pop,05/03/2014,197,12,13207232,Italian,No,Warner Music,John Fox,Mackenzie Weber,Michele Rivas
SP11603,Race catch discover.,Michael Charles,Include establish.,Electronic,14/10/2000,253,93,93368695,English,No,Warner Music,Mark Burns,Lawrence Willis,Jennifer Thompson
SP11604,Husband huge oil.,Russell Johnson,Feel.,Hip-Hop,17/10/2002,205,12,39376079,English,No,Universal Music,Joshua Arnold,Daniel Kelly,Douglas Greer
SP11605,Administration score camera.,Mark Rivera,Hand rise.,Hip-Hop,26/09/2016,204,93,3442307,English,No,Def Jam,Mrs. Cynthia Murray,Sharon Owens,Sean Bell
SP11606,Teacher better everything sign.,Anthony Cameron,Off fall.,Folk,22/06/1998,288,25,28362569,English,Yes,Atlantic Records,Hannah Mitchell,Brenda Mcguire,Sarah Kelly
SP11607,Family similar.,Mary Davis,Possible.,Pop,28/11/2009,242,40,1135933,Korean,Yes,Warner Music,Damon Bray,Tonya Blankenship,Michelle Gibbs
SP11608,Light bed inside.,Courtney Williams,Soon oil.,Hip-Hop,19/05/2000,153,68,50240671,Spanish,Yes,Universal Music,Michelle Green,Eric Watkins,Andrew Williams
SP11609,Fight right turn.,Melissa Massey,Them amount.,Hip-Hop,12/08/2008,248,46,3072333,Italian,Yes,Warner Music,Dustin Mendoza,Jason Bernard,Sandra Johnson
SP11610,Line heavy.,Edward Reynolds,Buy.,Electronic,30/09/2019,270,83,28599073,English,No,Atlantic Records,Ryan Pierce,Michael Hancock,Jeffrey Keith
SP11611,Majority happy.,Jason Carlson,Wife sometimes.,Hip-Hop,27/12/1999,260,37,83781388,English,Yes,Warner Music,John Martinez,Larry Gonzalez,Curtis Johnson
SP11612,These hand guess.,Matthew Lee,Will.,Hip-Hop,03/05/2009,131,13,24416277,English,No,Sony Music,Peggy Quinn,Kathryn Parks,Vanessa Hernandez
SP11613,Scientist.,William Davis,Enter international.,Hip-Hop,26/09/2024,263,96,33415356,English,Yes,Atlantic Records,Sarah Jordan,Courtney Cowan,Darin Ware
SP11614,Understand speech.,Jennifer Andrews,Great.,Electronic,14/05/2006,310,17,30691668,English,No,Def Jam,Jennifer Christian,Jonathan Weeks,Angelica Peterson
SP11615,Then audience nice.,Brian Allen,West poor.,Country,17/10/2009,249,49,84922190,English,No,Atlantic Records,Linda Davila,Diane Ball,Hannah Paul
SP11616,Example food range.,David Jones,Building.,R&B,29/01/2002,185,7,19330491,English,Yes,Sony Music,Susan Smith DDS,Sophia Jackson,Mr. Eric Jones MD
SP11617,Hour you investment.,Aaron Valdez,Hope.,R&B,21/03/2013,281,87,86090523,English,No,Universal Music,Bonnie Bean,Maurice Espinoza,Bobby Erickson
SP11618,Beat adult gun.,Anthony Howard,As recent.,Hip-Hop,09/08/2022,196,91,56926536,Italian,Yes,Indie,Stephanie Bell,Mary Hall,Joshua Gonzalez
SP11619,Doctor place wide society.,Rebecca Krause,Nice.,Hip-Hop,19/03/2005,302,46,81337591,English,No,Def Jam,Elizabeth Mclaughlin,Christine Cox,Jesse Brown
SP11620,Group spring.,David Clark,Dinner.,Electronic,24/09/2005,272,62,7461400,English,Yes,Atlantic Records,Anthony Villarreal,Susan Sanchez,Mark Mccormick
SP11621,End soon.,Samuel Combs,Film left.,Pop,13/01/2006,196,16,47654414,English,Yes,Atlantic Records,Eric Rogers,Shirley Anderson,William Ayala
SP11622,Suggest check these.,Maria Pittman,Fear site.,Electronic,14/07/2005,233,22,64463387,English,No,Sony Music,Lee Ponce,Toni Garcia,Bryan Fletcher
SP11623,Blue.,David Fuentes,Example.,Pop,03/09/2008,253,70,58588470,English,No,Atlantic Records,Matthew Dennis,Susan Miles,Keith Mendez
SP11624,Other dinner.,Linda Garcia,City house.,Hip-Hop,16/06/2002,254,49,31414357,Spanish,No,Def Jam,Robin Richards,Nathan Martinez,Daniel Martin
SP11625,Ten particularly practice heart.,Jasmine Weaver,Discover myself.,Pop,27/12/2009,214,97,52438828,Italian,No,Universal Music,Raymond Jones,Cindy Perez,Alicia Miller
SP11626,Fine cell minute.,Michael Caldwell,Individual reflect.,Electronic,09/10/2011,173,56,49833983,Spanish,No,Indie,Anthony Silva,John Holmes,Paula Johnson DDS
SP11627,Walk clear him.,Dana Parrish,Support.,Electronic,12/10/2005,282,35,20895377,English,Yes,Sony Music,Jasmine Mckenzie,Kimberly Gordon,Thomas Diaz
SP11628,Material there.,Michael Martin,Raise.,Classical,11/05/2015,241,81,32884399,English,Yes,Warner Music,Christopher Mcknight,Megan Mcdaniel,Matthew Freeman
SP11629,Program middle activity.,Annette Herring,Make why.,Pop,07/10/2020,262,82,21531992,English,Yes,Sony Music,Angela Bennett,Eileen Bean,Kayla Jones
SP11630,Civil side.,Tiffany Dunn,Show.,Electronic,16/08/2003,186,63,2637347,English,No,Atlantic Records,Kevin Wilson,Kimberly Johnson,Joseph Williams
SP11631,House soon.,Sandra Allen,Guy.,Pop,03/01/2002,293,17,29821512,French,No,Def Jam,Stephanie Mendoza,Jennifer Brock,Michael Ramirez
SP11632,Much work.,Jeremy Hall,Loss require.,Country,02/05/2012,247,40,37734377,English,Yes,Indie,Renee Haas,Jonathan Clark,Jennifer Brown
SP11633,Finish special.,Frances Velasquez,Range.,Pop,25/06/2011,259,10,20672334,Italian,No,Indie,Danny White,Ricardo Harris,Heather Smith
SP11634,Positive likely glass police.,Jessica Hall,From.,Reggae,23/06/2024,277,96,86573391,English,No,Atlantic Records,Cynthia Hunter PhD,Carl Rodriguez,Vanessa Boyd
SP11635,Country whose stuff.,Hannah Jenkins,Professional class.,Classical,19/12/2005,215,87,39011295,French,No,Atlantic Records,Cody Vang DVM,Charles Meyer,Geoffrey Mcbride MD
SP11636,Adult before myself.,Edward Walker MD,Happy.,Pop,25/11/2021,232,64,53249782,English,Yes,Sony Music,Charles Jenkins,Tammy Torres,Mr. William Torres
SP11637,Save decide service.,Melissa Lopez,Remember.,Hip-Hop,20/07/2002,273,58,5957993,Korean,No,Indie,Lisa Carrillo,Charles Brooks,Stephanie Walters
SP11638,Challenge red several.,Jordan Griffin,Of couple.,Hip-Hop,23/01/2019,249,14,46953238,Korean,No,Warner Music,Mariah Sweeney,Jeremy Owen,Amy Gonzalez
SP11639,Push take only.,Veronica Smith,Long each.,Jazz,07/02/2010,159,33,39430412,English,No,Indie,Darren Martin,Denise Potter,Lisa Vargas
SP11640,Enjoy wind ready.,Sarah Morgan,Fight.,Hip-Hop,01/12/2005,228,97,65365423,English,Yes,Universal Music,Tina Jackson,Ryan Johnson,Justin Woodward
SP11641,Prove song.,Hannah Bishop,Star gun.,Pop,16/09/2017,237,66,71387324,English,No,Sony Music,Jacqueline Owens,Monica Haas,John Smith
SP11642,Happen leg any.,Nicole Bautista,Generation.,Electronic,31/10/2022,139,19,92442298,English,No,Atlantic Records,Suzanne Rodriguez,Emily Ramirez,Kristopher Thomas
SP11643,Myself mouth.,Carl Hansen,Analysis.,Hip-Hop,17/04/2005,255,3,90469352,German,No,Indie,Jamie Holt,Kelly Russell,Ryan Flynn
